"prestamo.numprestamo","prestamo.numsucursal","prestamo.importe","prestamo.fecha"
"P-07807","65","117599.41","Fri Jan 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07809","85","79064.5","Thu Dec 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07811","20","109972.72","Mon Mar 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07814","154","143857.75","Sat Jun 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07840","126","52463.33","Sun Jan 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07845","187","145668.49","Tue Nov 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07847","169","147538.95","Mon Aug 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07854","64","62424.43","Tue Jun 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07861","65","135319.6","Sat Aug 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07862","68","130051.56","Sat Oct 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07868","154","29971.34","Mon Jul 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07871","187","115606.51","Thu Apr 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07874","20","142595.04","Sun Feb 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07875","23","39451.59","Mon Jun 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07877","101","2700.38","Wed Dec 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07881","66","44763.97","Thu Aug 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07883","169","94619.34","Fri Jul 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07884","89","50349.3","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07894","119","68491.01","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07898","169","77634.68","Tue Mar 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07901","141","148568.24","Sun May 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07903","101","120885.26","Wed Mar 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07912","119","146448.12","Thu Jun 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07919","101","136313.88","Mon Nov 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07921","92","71965.15","Tue Sep 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07934","68","97120.91","Thu Aug 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07938","64","66053.92","Sat Sep 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07940","142","127165.93","Mon Sep 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07942","165","21158.64","Tue Dec 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07944","66","87458.23","Thu Aug 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07945","119","23963.91","Tue Sep 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07946","126","149704.07","Mon Sep 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07948","142","122467.37","Fri Nov 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07951","70","32588.77","Sat Jun 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07953","73","82008.39","Fri Mar 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07954","121","1971.7","Wed Feb 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07962","65","51672.4","Sat Nov 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07965","85","120652.64","Sat Jan 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07969","64","73660.7","Tue Mar 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07972","154","149822.92","Sat Aug 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07992","146","109795.33","Fri Jan 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07996","37","106792.38","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07997","141","106163.74","Sun Feb 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08002","85","43228.31","Fri Jan 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08004","152","69073.62","Sun Jul 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08011","66","15150.2","Sun Jan 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08016","25","146671.6","Fri May 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08019","153","31284.73","Mon Jan 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08020","165","52952.8","Tue Feb 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08022","26","96939.35","Fri Dec 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08026","74","22983.26","Wed Jan 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08028","154","30310.24","Tue Oct 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08029","74","25485.81","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08034","16","62173.92","Sat Sep 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08036","51","63587.95","Thu Mar 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08048","64","69575.12","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08054","126","62576.06","Wed Sep 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08069","121","143520.41","Tue Feb 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08076","152","19352.53","Fri Jun 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08078","126","10381.11","Tue Feb 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08086","73","134455.82","Tue Oct 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08088","68","4978.57","Sat Oct 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08099","89","114585.71","Sun Feb 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08101","51","22388.4","Sat Jul 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08109","85","102566.76","Sun Aug 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08125","23","62539.94","Mon Sep 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08136","101","112329.83","Wed Jan 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08138","92","32735.02","Sat Apr 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08140","52","38690.05","Fri Aug 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08150","169","117293.46","Thu May 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08156","154","131842.23","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08159","101","114727.41","Sat Oct 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08163","153","104934.36","Sat May 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08164","37","110724.46","Wed Apr 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08174","64","96924.48","Sun Aug 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08175","16","93995.18","Fri May 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08178","101","48765.05","Tue Sep 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08181","142","125639.55","Tue May 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08188","169","92298.11","Sun Apr 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08193","126","2870.9","Fri Jul 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08195","142","79056.57","Sun May 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08208","74","27982.44","Tue Feb 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08214","152","73253.56","Thu Dec 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08215","52","20738.58","Mon May 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08233","89","137250.09","Mon Apr 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08237","73","40152.26","Sat Mar 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08238","101","121439.22","Tue Oct 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08244","92","40908.08","Fri Feb 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08252","126","46974.96","Wed May 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08253","23","139888.43","Fri Jun 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08258","153","98927.05","Sun Oct 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08266","74","12276.06","Sat Oct 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08270","119","23362.91","Sun May 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08273","73","108831.16","Fri Aug 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08279","20","118190.86","Mon Jul 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08282","65","39168.68","Sat Jul 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08287","92","96579.65","Tue Jan 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08290","68","125343.3","Thu Jan 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08298","142","75787.11","Mon Jul 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08299","64","20632.36","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08304","68","74757.27","Sun Mar 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08312","121","67294.92","Wed Jul 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08325","66","137494.08","Fri Aug 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08339","37","126543.58","Tue Aug 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08342","52","37572.37","Fri Jul 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08345","121","96933.46","Mon Jul 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08356","22","81831.86","Mon Jun 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08358","74","98581","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08359","119","133248.62","Wed Sep 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08361","154","9306.24","Tue Nov 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08362","20","8966.05","Fri Aug 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08364","142","22183.14","Wed Jan 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08370","154","53925.25","Wed Oct 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08380","23","17876.63","Fri Aug 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08383","152","31222.13","Sun Apr 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08384","152","99667.91","Mon Feb 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08393","37","4741.05","Tue Sep 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08395","52","18170.95","Tue Jul 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08397","4","74568.86","Sun Oct 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08402","85","100210.43","Thu Dec 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08422","169","22442.73","Sun Jun 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08430","20","70482.03","Fri Apr 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08431","25","68765.84","Tue Dec 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08437","165","95997.61","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08438","74","56441.9","Tue Dec 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08441","4","10618.44","Mon May 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08444","125","90610.37","Thu Feb 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08446","187","128226.28","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08448","70","133129.38","Thu Aug 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08468","153","68519.38","Wed May 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08472","25","7631.79","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08477","16","60715.27","Wed Oct 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08484","169","84175.17","Tue Dec 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08487","119","104843.98","Sat Jun 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08490","20","128955.79","Sat Jul 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08494","66","26431.89","Sat Jan 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08517","125","119687.2","Tue Oct 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08518","165","44721.87","Wed Sep 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08527","22","43971.99","Mon May 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08533","16","97645.81","Tue Apr 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08534","64","128501.83","Thu Apr 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08539","141","120451.03","Sun Oct 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08550","66","89801.87","Tue Feb 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08569","23","42792.25","Thu Mar 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08570","187","120557.26","Wed Nov 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08572","121","71373.98","Mon Dec 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08577","37","6325.25","Sun Oct 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08594","126","37269.67","Thu Mar 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08595","26","81689.01","Wed Feb 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08599","52","6847.04","Sun Jul 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08600","20","101555.63","Mon Jun 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08605","152","123067.13","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08616","125","146733.08","Mon Apr 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08617","52","37497.43","Wed Jan 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08623","89","48463.71","Sat Dec 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08628","20","63058.29","Mon Nov 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08631","187","100773.86","Wed Mar 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08644","141","66515.76","Sun Nov 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08651","68","38482.34","Sat May 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08654","146","44442.05","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08655","187","128377.09","Sun Jun 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08660","74","39289.51","Mon Oct 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08671","22","108034.45","Tue Nov 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08684","89","89560.39","Mon Sep 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08697","85","112368.7","Thu Jun 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08699","34","18196.1","Tue Aug 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08701","52","2838.28","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08702","65","114333.11","Fri Oct 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08711","153","85036.18","Mon Nov 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08712","66","22104.44","Mon May 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08713","89","149901.46","Thu Sep 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08715","165","133747.14","Sun Jun 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08720","22","103923.37","Thu Apr 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08721","85","80021.09","Thu Aug 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08728","119","46532.95","Mon Jul 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08729","16","105633.11","Sat Aug 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08733","22","82231","Mon Dec 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08738","141","69747.9","Wed Mar 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08741","92","12638.26","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08750","85","17311.75","Thu Nov 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08755","121","56457.69","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08766","125","65696.05","Tue Jun 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08770","119","81222.61","Tue Jan 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08774","101","146595.35","Fri Nov 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08777","23","85711.33","Sat Apr 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08778","141","80414.04","Thu Apr 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08787","4","48526.87","Sat May 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08790","20","115406.12","Sat Aug 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08794","152","48341.48","Thu Aug 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08804","165","99271.14","Thu Jan 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08806","101","84721.24","Wed Aug 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08816","65","94337.28","Sun Jun 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08822","4","87084.08","Sat Oct 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08824","146","49116.3","Sat May 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08829","141","98634.45","Fri Mar 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08841","121","34511.26","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08842","34","34533.85","Sun Jul 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08843","141","139569.26","Thu Jan 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08851","52","85619.5","Thu Jan 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08854","146","42012.43","Thu Oct 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08859","26","6406.52","Sun Feb 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08873","22","103537.92","Fri Dec 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08875","23","43922.51","Sun Oct 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08877","16","94533.67","Sat Oct 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08884","146","7772.66","Wed May 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08885","34","48421.76","Tue Sep 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08893","165","62041.05","Mon Feb 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08908","85","145780.28","Tue Dec 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08910","73","61295.91","Mon Jul 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08913","20","128654.36","Fri Aug 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08916","37","54158.25","Tue Mar 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08921","154","76289.43","Mon Aug 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08950","152","60832.86","Mon Jul 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08951","20","46854.79","Sat Aug 31 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-08952","85","6785.82","Sat Dec 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08966","25","81650.06","Fri Mar 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-08971","52","59606.13","Sun May 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08972","153","137073.1","Thu Dec 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-08979","23","50561.26","Mon Jul 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08984","20","4435.33","Thu Jan 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-08993","146","87690.11","Sat Aug 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-08994","169","107620.4","Mon Apr 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-08997","187","30603.82","Wed Apr 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09016","89","45825.57","Wed Jan 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09017","20","135920.6","Sat Jun 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09028","74","45672.21","Tue Oct 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09029","125","126409.06","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09035","92","61079.29","Thu Dec 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09049","152","28446.03","Fri Jan 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09052","141","95112.7","Thu Jul 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09056","64","43719.3","Thu Sep 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09057","148","105653.42","Sat Jan 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09060","152","133302","Fri Feb 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09061","92","38210.45","Tue Jul 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09076","165","29945.93","Wed Jul 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09089","125","38669.5","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09090","52","98087.11","Mon Feb 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09094","20","5722.71","Fri Dec 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09095","121","104729.75","Thu Aug 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09096","152","94521.17","Fri Sep 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09097","119","53396.52","Sat Feb 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09102","169","87416.29","Mon Jul 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09105","119","32260.97","Sun Oct 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09106","37","51649.21","Sun Mar 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09112","64","111863.41","Thu May 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09121","154","25301.19","Thu Oct 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09127","153","57031.34","Mon Sep 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09135","85","110494.25","Thu Oct 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09138","26","78799.61","Sat Sep 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09147","22","35467.14","Wed Jul 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09157","52","83531.88","Wed May 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09161","148","105954.68","Sat Mar 31 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09164","154","33013.92","Thu Feb 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09165","65","121455.22","Mon Aug 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09166","148","112352.01","Sun Jul 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09167","169","5715.84","Mon Jan 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09182","85","112600.59","Mon Oct 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09185","70","111306.77","Mon Apr 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09192","154","60032.67","Wed Sep 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09197","165","123826.36","Sat Sep 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09204","101","142240.23","Wed Sep 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09209","51","118105.2","Fri Jun 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09212","22","118631.88","Mon May 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09217","85","21416.89","Fri Oct 31 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09218","74","40308.22","Tue Feb 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09221","101","138161.85","Sun Oct 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09225","73","11801.45","Mon Feb 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09228","85","85157.78","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09241","101","107653.77","Thu Aug 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09242","89","122707.86","Sat Nov 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09243","64","35790.71","Sat Oct 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09245","152","62969.46","Fri Dec 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09259","154","40328.79","Fri Feb 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09271","125","2014.81","Fri Sep 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09283","146","50888.55","Mon Nov 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09285","70","43924.02","Thu Dec 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09286","26","86753.25","Fri Sep 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09304","126","132884.47","Sun Oct 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09307","4","79685.39","Mon Jan 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09313","37","4317.35","Mon Nov 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09319","121","54279.83","Sun Jun 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09320","34","129337.58","Sun Dec 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09333","146","61509.55","Thu Oct 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09353","51","72840.5","Sat Jan 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09357","74","101395.09","Sat Aug 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09363","187","38016.79","Thu Oct 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09364","165","72603.47","Sun Aug 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09384","73","117976.35","Fri Jun 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09392","148","23494.4","Sun Jun 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09397","64","39753.24","Sat Nov 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09405","165","14675.02","Sat Feb 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09406","51","51977.62","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
